# Modern Legacy BlockId Metadata
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'10'}} {Name:'minecraft:daylight_detector',Properties:{power:'10'}} 151 10
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'11'}} {Name:'minecraft:daylight_detector',Properties:{power:'11'}} 151 11
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'12'}} {Name:'minecraft:daylight_detector',Properties:{power:'12'}} 151 12
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'13'}} {Name:'minecraft:daylight_detector',Properties:{power:'13'}} 151 13
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'14'}} {Name:'minecraft:daylight_detector',Properties:{power:'14'}} 151 14
{Name:'minecraft:daylight_detector',Properties:{inverted:'false',power:'15'}} {Name:'minecraft:daylight_detector',Properties:{power:'15'}} 151 15
{Name:'minecraft:redstone_block'} {Name:'minecraft:redstone_block'} 152 0
{Name:'minecraft:nether_quartz_ore'} {Name:'minecraft:quartz_ore'} 153 0
{Name:'minecraft:hopper',Properties:{enabled:'true',facing:'down'}} {Name:'minecraft:hopper',Properties:{enabled:'true',facing:'down'}} 154 0
{Name:'minecraft:hopper',Properties:{enabled:'true',facing:'north'}} {Name:'minecraft:hopper',Properties:{enabled:'true',facing:'north'}} 154 2
{Name:'minecraft:hopper',Properties:{enabled:'true',facing:'south'}} {Name:'minecraft:hopper',Properties:{enabled:'true',facing:'south'}} 154 3
{Name:'minecraft:hopper',Properties:{enabled:'true',facing:'west'}} {Name:'minecraft:hopper',Properties:{enabled:'true',facing:'west'}} 154 4
{Name:'minecraft:hopper',Properties:{enabled:'true',facing:'east'}} {Name:'minecraft:hopper',Properties:{enabled:'true',facing:'east'}} 154 5
{Name:'minecraft:hopper',Properties:{enabled:'false',facing:'down'}} {Name:'minecraft:hopper',Properties:{enabled:'false',facing:'down'}} 154 8
{Name:'minecraft:hopper',Properties:{enabled:'false',facing:'north'}} {Name:'minecraft:hopper',Properties:{enabled:'false',facing:'north'}} 154 10
{Name:'minecraft:hopper',Properties:{enabled:'false',facing:'south'}} {Name:'minecraft:hopper',Properties:{enabled:'false',facing:'south'}} 154 11
{Name:'minecraft:hopper',Properties:{enabled:'false',facing:'west'}} {Name:'minecraft:hopper',Properties:{enabled:'false',facing:'west'}} 154 12
{Name:'minecraft:hopper',Properties:{enabled:'false',facing:'east'}} {Name:'minecraft:hopper',Properties:{enabled:'false',facing:'east'}} 154 13
{Name:'minecraft:quartz_block'} {Name:'minecraft:quartz_block',Properties:{variant:'default'}} 155 0
{Name:'minecraft:chiseled_quartz_block'} {Name:'minecraft:quartz_block',Properties:{variant:'chiseled'}} 155 1
{Name:'minecraft:quartz_pillar',Properties:{axis:'y'}} {Name:'minecraft:quartz_block',Properties:{variant:'lines_y'}} 155 2
{Name:'minecraft:quartz_pillar',Properties:{axis:'x'}} {Name:'minecraft:quartz_block',Properties:{variant:'lines_x'}} 155 3
{Name:'minecraft:quartz_pillar',Properties:{axis:'z'}} {Name:'minecraft:quartz_block',Properties:{variant:'lines_z'}} 155 4
{Name:'minecraft:quartz_stairs',Properties:{facing:'east',half:'bottom'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'east',half:'bottom',shape:'inner_left'}} 156 0
{Name:'minecraft:quartz_stairs',Properties:{facing:'west',half:'bottom'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'west',half:'bottom',shape:'inner_left'}} 156 1
{Name:'minecraft:quartz_stairs',Properties:{facing:'south',half:'bottom'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'south',half:'bottom',shape:'inner_left'}} 156 2
{Name:'minecraft:quartz_stairs',Properties:{facing:'north',half:'bottom'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'north',half:'bottom',shape:'inner_left'}} 156 3
{Name:'minecraft:quartz_stairs',Properties:{facing:'east',half:'top'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'east',half:'top',shape:'inner_left'}} 156 4
{Name:'minecraft:quartz_stairs',Properties:{facing:'west',half:'top'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'west',half:'top',shape:'inner_left'}} 156 5
{Name:'minecraft:quartz_stairs',Properties:{facing:'south',half:'top'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'south',half:'top',shape:'inner_left'}} 156 6
{Name:'minecraft:quartz_stairs',Properties:{facing:'north',half:'top'}} {Name:'minecraft:quartz_stairs',Properties:{facing:'north',half:'top',shape:'inner_left'}} 156 7
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'north_south'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'north_south'}} 157 0
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'east_west'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'east_west'}} 157 1
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_east'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_east'}} 157 2
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_west'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_west'}} 157 3
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_north'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_north'}} 157 4
{Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_south'}} {Name:'minecraft:activator_rail',Properties:{powered:'false',shape:'ascending_south'}} 157 5
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'north_south'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'north_south'}} 157 8
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'east_west'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'east_west'}} 157 9
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_east'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_east'}} 157 10
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_west'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_west'}} 157 11
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_north'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_north'}} 157 12
{Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_south'}} {Name:'minecraft:activator_rail',Properties:{powered:'true',shape:'ascending_south'}} 157 13
{Name:'minecraft:dropper',Properties:{facing:'down',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'down',triggered:'false'}} 158 0
{Name:'minecraft:dropper',Properties:{facing:'up',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'up',triggered:'false'}} 158 1
{Name:'minecraft:dropper',Properties:{facing:'north',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'north',triggered:'false'}} 158 2
{Name:'minecraft:dropper',Properties:{facing:'south',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'south',triggered:'false'}} 158 3
{Name:'minecraft:dropper',Properties:{facing:'west',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'west',triggered:'false'}} 158 4
{Name:'minecraft:dropper',Properties:{facing:'east',triggered:'false'}} {Name:'minecraft:dropper',Properties:{facing:'east',triggered:'false'}} 158 5
{Name:'minecraft:dropper',Properties:{facing:'down',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'down',triggered:'true'}} 158 8
{Name:'minecraft:dropper',Properties:{facing:'up',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'up',triggered:'true'}} 158 9
{Name:'minecraft:dropper',Properties:{facing:'north',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'north',triggered:'true'}} 158 10
{Name:'minecraft:dropper',Properties:{facing:'south',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'south',triggered:'true'}} 158 11
{Name:'minecraft:dropper',Properties:{facing:'west',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'west',triggered:'true'}} 158 12
{Name:'minecraft:dropper',Properties:{facing:'east',triggered:'true'}} {Name:'minecraft:dropper',Properties:{facing:'east',triggered:'true'}} 158 13
{Name:'minecraft:white_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'white'}} 159 0
{Name:'minecraft:orange_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'orange'}} 159 1
{Name:'minecraft:magenta_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'magenta'}} 159 2
{Name:'minecraft:light_blue_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'light_blue'}} 159 3
{Name:'minecraft:yellow_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'yellow'}} 159 4
{Name:'minecraft:lime_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'lime'}} 159 5
{Name:'minecraft:pink_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'pink'}} 159 6
{Name:'minecraft:gray_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'gray'}} 159 7
{Name:'minecraft:light_gray_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'silver'}} 159 8
{Name:'minecraft:cyan_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'cyan'}} 159 9
{Name:'minecraft:purple_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'purple'}} 159 10
{Name:'minecraft:blue_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'blue'}} 159 11
{Name:'minecraft:brown_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'brown'}} 159 12
{Name:'minecraft:green_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'green'}} 159 13
{Name:'minecraft:red_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'red'}} 159 14
{Name:'minecraft:black_terracotta'} {Name:'minecraft:stained_hardened_clay',Properties:{color:'black'}} 159 15
{Name:'minecraft:white_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'white',east:'false',north:'false',south:'false',west:'false'}} 160 0
{Name:'minecraft:orange_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'orange',east:'false',north:'false',south:'false',west:'false'}} 160 1
{Name:'minecraft:magenta_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'magenta',east:'false',north:'false',south:'false',west:'false'}} 160 2
{Name:'minecraft:light_blue_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'light_blue',east:'false',north:'false',south:'false',west:'false'}} 160 3
{Name:'minecraft:yellow_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'yellow',east:'false',north:'false',south:'false',west:'false'}} 160 4
{Name:'minecraft:lime_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'lime',east:'false',north:'false',south:'false',west:'false'}} 160 5
{Name:'minecraft:pink_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'pink',east:'false',north:'false',south:'false',west:'false'}} 160 6
{Name:'minecraft:gray_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'gray',east:'false',north:'false',south:'false',west:'false'}} 160 7
{Name:'minecraft:light_gray_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'silver',east:'false',north:'false',south:'false',west:'false'}} 160 8
{Name:'minecraft:cyan_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'cyan',east:'false',north:'false',south:'false',west:'false'}} 160 9
{Name:'minecraft:purple_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'purple',east:'false',north:'false',south:'false',west:'false'}} 160 10
{Name:'minecraft:blue_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'blue',east:'false',north:'false',south:'false',west:'false'}} 160 11
{Name:'minecraft:brown_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'brown',east:'false',north:'false',south:'false',west:'false'}} 160 12
{Name:'minecraft:green_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'green',east:'false',north:'false',south:'false',west:'false'}} 160 13
{Name:'minecraft:red_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'red',east:'false',north:'false',south:'false',west:'false'}} 160 14
{Name:'minecraft:black_stained_glass_pane'} {Name:'minecraft:stained_glass_pane',Properties:{color:'black',east:'false',north:'false',south:'false',west:'false'}} 160 15
{Name:'minecraft:acacia_leaves'} {Name:'minecraft:leaves2',Properties:{check_decay:'false',decayable:'true',variant:'acacia'}} 161 0
{Name:'minecraft:dark_oak_leaves'} {Name:'minecraft:leaves2',Properties:{check_decay:'false',decayable:'true',variant:'dark_oak'}} 161 1
{Name:'minecraft:acacia_log',Properties:{axis:'y'}} {Name:'minecraft:log2',Properties:{axis:'y',variant:'acacia'}} 162 0
{Name:'minecraft:dark_oak_log',Properties:{axis:'y'}} {Name:'minecraft:log2',Properties:{axis:'y',variant:'dark_oak'}} 162 1
{Name:'minecraft:acacia_log',Properties:{axis:'x'}} {Name:'minecraft:log2',Properties:{axis:'x',variant:'acacia'}} 162 4
{Name:'minecraft:dark_oak_log',Properties:{axis:'x'}} {Name:'minecraft:log2',Properties:{axis:'x',variant:'dark_oak'}} 162 5
{Name:'minecraft:acacia_log',Properties:{axis:'z'}} {Name:'minecraft:log2',Properties:{axis:'z',variant:'acacia'}} 162 8
{Name:'minecraft:dark_oak_log',Properties:{axis:'z'}} {Name:'minecraft:log2',Properties:{axis:'z',variant:'dark_oak'}} 162 9
{Name:'minecraft:acacia_wood'} {Name:'minecraft:log2',Properties:{axis:'none',variant:'acacia'}} 162 12
{Name:'minecraft:dark_oak_wood'} {Name:'minecraft:log2',Properties:{axis:'none',variant:'dark_oak'}} 162 13
{Name:'minecraft:acacia_stairs',Properties:{facing:'east',half:'bottom'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'east',half:'bottom',shape:'inner_left'}} 163 0
{Name:'minecraft:acacia_stairs',Properties:{facing:'west',half:'bottom'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'west',half:'bottom',shape:'inner_left'}} 163 1
{Name:'minecraft:acacia_stairs',Properties:{facing:'south',half:'bottom'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'south',half:'bottom',shape:'inner_left'}} 163 2
{Name:'minecraft:acacia_stairs',Properties:{facing:'north',half:'bottom'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'north',half:'bottom',shape:'inner_left'}} 163 3
{Name:'minecraft:acacia_stairs',Properties:{facing:'east',half:'top'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'east',half:'top',shape:'inner_left'}} 163 4
{Name:'minecraft:acacia_stairs',Properties:{facing:'west',half:'top'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'west',half:'top',shape:'inner_left'}} 163 5
{Name:'minecraft:acacia_stairs',Properties:{facing:'south',half:'top'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'south',half:'top',shape:'inner_left'}} 163 6
{Name:'minecraft:acacia_stairs',Properties:{facing:'north',half:'top'}} {Name:'minecraft:acacia_stairs',Properties:{facing:'north',half:'top',shape:'inner_left'}} 163 7
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'east',half:'bottom'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'east',half:'bottom',shape:'inner_left'}} 164 0
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'west',half:'bottom'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'west',half:'bottom',shape:'inner_left'}} 164 1
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'south',half:'bottom'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'south',half:'bottom',shape:'inner_left'}} 164 2
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'north',half:'bottom'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'north',half:'bottom',shape:'inner_left'}} 164 3
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'east',half:'top'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'east',half:'top',shape:'inner_left'}} 164 4
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'west',half:'top'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'west',half:'top',shape:'inner_left'}} 164 5
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'south',half:'top'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'south',half:'top',shape:'inner_left'}} 164 6
{Name:'minecraft:dark_oak_stairs',Properties:{facing:'north',half:'top'}} {Name:'minecraft:dark_oak_stairs',Properties:{facing:'north',half:'top',shape:'inner_left'}} 164 7
{Name:'minecraft:slime_block'} {Name:'minecraft:slime'} 165 0
{Name:'minecraft:barrier'} {Name:'minecraft:barrier'} 166 0
{Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'bottom',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'bottom',open:'false'}} 167 0
{Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'bottom',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'bottom',open:'false'}} 167 1
{Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'bottom',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'bottom',open:'false'}} 167 2
{Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'bottom',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'bottom',open:'false'}} 167 3
{Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'bottom',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'bottom',open:'true'}} 167 4
{Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'bottom',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'bottom',open:'true'}} 167 5
{Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'bottom',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'bottom',open:'true'}} 167 6
{Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'bottom',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'bottom',open:'true'}} 167 7
{Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'top',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'top',open:'false'}} 167 8
{Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'top',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'top',open:'false'}} 167 9
{Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'top',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'top',open:'false'}} 167 10
{Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'top',open:'false'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'top',open:'false'}} 167 11
{Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'top',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'north',half:'top',open:'true'}} 167 12
{Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'top',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'south',half:'top',open:'true'}} 167 13
{Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'top',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'west',half:'top',open:'true'}} 167 14
{Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'top',open:'true'}} {Name:'minecraft:iron_trapdoor',Properties:{facing:'east',half:'top',open:'true'}} 167 15
{Name:'minecraft:prismarine'} {Name:'minecraft:prismarine',Properties:{variant:'prismarine'}} 168 0
{Name:'minecraft:prismarine_bricks'} {Name:'minecraft:prismarine',Properties:{variant:'prismarine_bricks'}} 168 1
{Name:'minecraft:dark_prismarine'} {Name:'minecraft:prismarine',Properties:{variant:'dark_prismarine'}} 168 2
{Name:'minecraft:sea_lantern'} {Name:'minecraft:sea_lantern'} 169 0
{Name:'minecraft:hay_block',Properties:{axis:'y'}} {Name:'minecraft:hay_block',Properties:{axis:'y'}} 170 0
{Name:'minecraft:hay_block',Properties:{axis:'x'}} {Name:'minecraft:hay_block',Properties:{axis:'x'}} 170 4
{Name:'minecraft:hay_block',Properties:{axis:'z'}} {Name:'minecraft:hay_block',Properties:{axis:'z'}} 170 8
{Name:'minecraft:white_carpet'} {Name:'minecraft:carpet',Properties:{color:'white'}} 171 0
{Name:'minecraft:orange_carpet'} {Name:'minecraft:carpet',Properties:{color:'orange'}} 171 1
{Name:'minecraft:magenta_carpet'} {Name:'minecraft:carpet',Properties:{color:'magenta'}} 171 2
{Name:'minecraft:light_blue_carpet'} {Name:'minecraft:carpet',Properties:{color:'light_blue'}} 171 3
{Name:'minecraft:yellow_carpet'} {Name:'minecraft:carpet',Properties:{color:'yellow'}} 171 4
{Name:'minecraft:lime_carpet'} {Name:'minecraft:carpet',Properties:{color:'lime'}} 171 5
{Name:'minecraft:pink_carpet'} {Name:'minecraft:carpet',Properties:{color:'pink'}} 171 6
{Name:'minecraft:gray_carpet'} {Name:'minecraft:carpet',Properties:{color:'gray'}} 171 7
{Name:'minecraft:light_gray_carpet'} {Name:'minecraft:carpet',Properties:{color:'silver'}} 171 8
{Name:'minecraft:cyan_carpet'} {Name:'minecraft:carpet',Properties:{color:'cyan'}} 171 9
{Name:'minecraft:purple_carpet'} {Name:'minecraft:carpet',Properties:{color:'purple'}} 171 10
{Name:'minecraft:blue_carpet'} {Name:'minecraft:carpet',Properties:{color:'blue'}} 171 11
{Name:'minecraft:brown_carpet'} {Name:'minecraft:carpet',Properties:{color:'brown'}} 171 12
{Name:'minecraft:green_carpet'} {Name:'minecraft:carpet',Properties:{color:'green'}} 171 13
{Name:'minecraft:red_carpet'} {Name:'minecraft:carpet',Properties:{color:'red'}} 171 14
{Name:'minecraft:black_carpet'} {Name:'minecraft:carpet',Properties:{color:'black'}} 171 15
{Name:'minecraft:terracotta'} {Name:'minecraft:hardened_clay'} 172 0
{Name:'minecraft:coal_block'} {Name:'minecraft:coal_block'} 173 0
{Name:'minecraft:packed_ice'} {Name:'minecraft:packed_ice'} 174 0
{Name:'minecraft:sunflower',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'sunflower'}} 175 0
{Name:'minecraft:sunflower',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'sunflower'}} 175 8
{Name:'minecraft:lilac',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'syringa'}} 175 1
{Name:'minecraft:lilac',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'syringa'}} 175 9
{Name:'minecraft:tall_grass',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_grass'}} 175 2
{Name:'minecraft:tall_grass',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_grass'}} 175 10
{Name:'minecraft:large_fern',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_fern'}} 175 3
{Name:'minecraft:large_fern',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_fern'}} 175 11
{Name:'minecraft:rose_bush',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_rose'}} 175 4
{Name:'minecraft:rose_bush',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'double_rose'}} 175 12
{Name:'minecraft:peony',Properties:{half:'lower'}} {Name:'minecraft:double_plant',Properties:{facing:'east',half:'lower',variant:'paeonia'}} 175 5
{Name:'minecraft:peony',Properties:{half:'upper'}} {Name:'minecraft:double_plant',Properties:{facing:'south',half:'upper',variant:'double_fern'}} 175 13
{Name:'minecraft:white_banner',Properties:{rotation:'0'}} {Name:'minecraft:standing_banner',Properties:{rotation:'0'}} 176 0
{Name:'minecraft:white_banner',Properties:{rotation:'1'}} {Name:'minecraft:standing_banner',Properties:{rotation:'1'}} 176 1
{Name:'minecraft:white_banner',Properties:{rotation:'2'}} {Name:'minecraft:standing_banner',Properties:{rotation:'2'}} 176 2
{Name:'minecraft:white_banner',Properties:{rotation:'3'}} {Name:'minecraft:standing_banner',Properties:{rotation:'3'}} 176 3
{Name:'minecraft:white_banner',Properties:{rotation:'4'}} {Name:'minecraft:standing_banner',Properties:{rotation:'4'}} 176 4
{Name:'minecraft:white_banner',Properties:{rotation:'5'}} {Name:'minecraft:standing_banner',Properties:{rotation:'5'}} 176 5
{Name:'minecraft:white_banner',Properties:{rotation:'6'}} {Name:'minecraft:standing_banner',Properties:{rotation:'6'}} 176 6
{Name:'minecraft:white_banner',Properties:{rotation:'7'}} {Name:'minecraft:standing_banner',Properties:{rotation:'7'}} 176 7
{Name:'minecraft:white_banner',Properties:{rotation:'8'}} {Name:'minecraft:standing_banner',Properties:{rotation:'8'}} 176 8
{Name:'minecraft:white_banner',Properties:{rotation:'9'}} {Name:'minecraft:standing_banner',Properties:{rotation:'9'}} 176 9
{Name:'minecraft:white_banner',Properties:{rotation:'10'}} {Name:'minecraft:standing_banner',Properties:{rotation:'10'}} 176 10
{Name:'minecraft:white_banner',Properties:{rotation:'11'}} {Name:'minecraft:standing_banner',Properties:{rotation:'11'}} 176 11
{Name:'minecraft:white_banner',Properties:{rotation:'12'}} {Name:'minecraft:standing_banner',Properties:{rotation:'12'}} 176 12
{Name:'minecraft:white_banner',Properties:{rotation:'13'}} {Name:'minecraft:standing_banner',Properties:{rotation:'13'}} 176 13
{Name:'minecraft:white_banner',Properties:{rotation:'14'}} {Name:'minecraft:standing_banner',Properties:{rotation:'14'}} 176 14
{Name:'minecraft:white_banner',Properties:{rotation:'15'}} {Name:'minecraft:standing_banner',Properties:{rotation:'15'}} 176 15
{Name:'minecraft:white_wall_banner',Properties:{facing:'north'}} {Name:'minecraft:wall_banner',Properties:{facing:'north'}} 177 2
{Name:'minecraft:white_wall_banner',Properties:{facing:'south'}} {Name:'minecraft:wall_banner',Properties:{facing:'south'}} 177 3
{Name:'minecraft:white_wall_banner',Properties:{facing:'west'}} {Name:'minecraft:wall_banner',Properties:{facing:'west'}} 177 4
{Name:'minecraft:white_wall_banner',Properties:{facing:'east'}} {Name:'minecraft:wall_banner',Properties:{facing:'east'}} 177 5
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'0'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'0'}} 178 0
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'1'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'1'}} 178 1
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'2'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'2'}} 178 2
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'3'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'3'}} 178 3
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'4'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'4'}} 178 4
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'5'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'5'}} 178 5
{Name:'minecraft:daylight_detector',Properties:{inverted:'true',power:'6'}} {Name:'minecraft:daylight_detector_inverted',Properties:{power:'6'}} 178 6
